"individual_id","household_id","ea_id","rural","pw","saq01","saq02","saq03","saq06","saq07","saq08","hh_s3q00","saq04","saq05","hh_s3q01","hh_s3q02","hh_s3q03","hh_s3q04","hh_s3q05","hh_s3q06","hh_s3q07","hh_s3q08","hh_s3q09","hh_s3q10","hh_s3q11a","hh_s3q11b","hh_s3q11c","hh_s3q11d","hh_s3q11e","hh_s3q11f","hh_s3q12","hh_s3q13","hh_s3q14","hh_s3q15","hh_s3q16","hh_s3q17","hh_s3q18","hh_s3q19","hh_s3q20","hh_s3q21_a","hh_s3q21_b","hh_s3q21_c","hh_s3q22","hh_s3q23","hh_s3q24"
"0502070480116904","05020704801169","05020704801",1,699.273498535156,5,2,7,48,1,169,4,8,88,2,,,2,,7,1,1,2,,,,,,,,1,1,1,1,1,1,2,,1,11,2,2002,13.1000003814697,0.800000011920929,1
"0502070480116905","05020704801169","05020704801",1,699.273498535156,5,2,7,48,1,169,5,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,1,3,5,2003,9.5,0.699999988079071,1
"0502070920100101","05020709201001","05020709201",1,682.649536132813,5,2,7,92,1,1,1,8,88,2,,,2,,6,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920100102","05020709201001","05020709201",1,682.649536132813,5,2,7,92,1,1,2,8,88,2,,,2,,6,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920100103","05020709201001","05020709201",1,682.649536132813,5,2,7,92,1,1,3,8,88,1,9,0,1,2,,1,1,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920100104","05020709201001","05020709201",1,682.649536132813,5,2,7,92,1,1,4,8,88,2,,,2,,6,2,,2,,,,,,,,1,1,1,1,1,1,2,,1,10,6,2003,10.3999996185303,75,1
"0502070920100801","05020709201008","05020709201",1,682.649536132813,5,2,7,92,1,8,1,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920100802","05020709201008","05020709201",1,682.649536132813,5,2,7,92,1,8,2,8,88,1,9,0,2,,8,2,,1,2,,,,,,,4,4,4,4,4,4,1,4,2,,,,,,
"0502070920100803","05020709201008","05020709201",1,682.649536132813,5,2,7,92,1,8,3,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920100804","05020709201008","05020709201",1,682.649536132813,5,2,7,92,1,8,4,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920100805","05020709201008","05020709201",1,682.649536132813,5,2,7,92,1,8,5,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920100901","05020709201009","05020709201",1,1034.31750488281,5,2,7,92,1,9,1,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920100902","05020709201009","05020709201",1,1034.31750488281,5,2,7,92,1,9,2,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920100903","05020709201009","05020709201",1,1034.31750488281,5,2,7,92,1,9,3,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920100904","05020709201009","05020709201",1,1034.31750488281,5,2,7,92,1,9,4,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920100905","05020709201009","05020709201",1,1034.31750488281,5,2,7,92,1,9,5,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920100906","05020709201009","05020709201",1,1034.31750488281,5,2,7,92,1,9,6,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920102101","05020709201021","05020709201",1,682.649536132813,5,2,7,92,1,21,1,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920102102","05020709201021","05020709201",1,682.649536132813,5,2,7,92,1,21,2,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920102103","05020709201021","05020709201",1,682.649536132813,5,2,7,92,1,21,3,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920102104","05020709201021","05020709201",1,682.649536132813,5,2,7,92,1,21,4,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920102105","05020709201021","05020709201",1,682.649536132813,5,2,7,92,1,21,5,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920102106","05020709201021","05020709201",1,682.649536132813,5,2,7,92,1,21,6,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920102107","05020709201021","05020709201",1,682.649536132813,5,2,7,92,1,21,7,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920102901","05020709201029","05020709201",1,682.649536132813,5,2,7,92,1,29,1,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920102902","05020709201029","05020709201",1,682.649536132813,5,2,7,92,1,29,2,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920102903","05020709201029","05020709201",1,682.649536132813,5,2,7,92,1,29,3,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920102904","05020709201029","05020709201",1,682.649536132813,5,2,7,92,1,29,4,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920102905","05020709201029","05020709201",1,682.649536132813,5,2,7,92,1,29,5,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920102906","05020709201029","05020709201",1,682.649536132813,5,2,7,92,1,29,6,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920103601","05020709201036","05020709201",1,682.649536132813,5,2,7,92,1,36,1,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920103602","05020709201036","05020709201",1,682.649536132813,5,2,7,92,1,36,2,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920103603","05020709201036","05020709201",1,682.649536132813,5,2,7,92,1,36,3,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920103604","05020709201036","05020709201",1,682.649536132813,5,2,7,92,1,36,4,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920103605","05020709201036","05020709201",1,682.649536132813,5,2,7,92,1,36,5,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920103606","05020709201036","05020709201",1,682.649536132813,5,2,7,92,1,36,6,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920103607","05020709201036","05020709201",1,682.649536132813,5,2,7,92,1,36,7,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920103701","05020709201037","05020709201",1,1034.31750488281,5,2,7,92,1,37,1,8,88,1,9,0,1,1,,1,5,1,2,,,,,,,3,3,3,3,2,2,1,4,2,,,,,,
"0502070920104601","05020709201046","05020709201",1,682.649536132813,5,2,7,92,1,46,1,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920104602","05020709201046","05020709201",1,682.649536132813,5,2,7,92,1,46,2,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920104603","05020709201046","05020709201",1,682.649536132813,5,2,7,92,1,46,3,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920104604","05020709201046","05020709201",1,682.649536132813,5,2,7,92,1,46,4,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,1,7,5,2001,10.1999998092651,92,1
"0502070920104605","05020709201046","05020709201",1,682.649536132813,5,2,7,92,1,46,5,8,88,1,9,10,1,1,,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920105201","05020709201052","05020709201",1,682.649536132813,5,2,7,92,1,52,1,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920105202","05020709201052","05020709201",1,682.649536132813,5,2,7,92,1,52,2,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920105203","05020709201052","05020709201",1,682.649536132813,5,2,7,92,1,52,3,8,88,2,,,2,,8,1,7,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920105204","05020709201052","05020709201",1,682.649536132813,5,2,7,92,1,52,4,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920105205","05020709201052","05020709201",1,682.649536132813,5,2,7,92,1,52,5,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920105206","05020709201052","05020709201",1,682.649536132813,5,2,7,92,1,52,6,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920105207","05020709201052","05020709201",1,682.649536132813,5,2,7,92,1,52,7,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920105208","05020709201052","05020709201",1,682.649536132813,5,2,7,92,1,52,8,8,88,2,,,2,,8,1,7,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920105209","05020709201052","05020709201",1,682.649536132813,5,2,7,92,1,52,9,8,88,2,,,2,,8,1,5,2,,,,,,,,1,1,1,1,1,1,2,,1,8,2,2000,12.8999996185303,98,1
"0502070920105210","05020709201052","05020709201",1,682.649536132813,5,2,7,92,1,52,10,8,88,2,,,2,,8,1,7,2,,,,,,,,1,1,1,1,1,1,2,,1,19,3,2003,10.1000003814697,75,1
"0502070920105901","05020709201059","05020709201",1,682.649536132813,5,2,7,92,1,59,1,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920105902","05020709201059","05020709201",1,682.649536132813,5,2,7,92,1,59,2,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920105903","05020709201059","05020709201",1,682.649536132813,5,2,7,92,1,59,3,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920105904","05020709201059","05020709201",1,682.649536132813,5,2,7,92,1,59,4,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920105905","05020709201059","05020709201",1,682.649536132813,5,2,7,92,1,59,5,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920105906","05020709201059","05020709201",1,682.649536132813,5,2,7,92,1,59,6,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920106501","05020709201065","05020709201",1,682.649536132813,5,2,7,92,1,65,1,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920106502","05020709201065","05020709201",1,682.649536132813,5,2,7,92,1,65,2,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920106503","05020709201065","05020709201",1,682.649536132813,5,2,7,92,1,65,3,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920106504","05020709201065","05020709201",1,682.649536132813,5,2,7,92,1,65,4,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920106505","05020709201065","05020709201",1,682.649536132813,5,2,7,92,1,65,5,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920106506","05020709201065","05020709201",1,682.649536132813,5,2,7,92,1,65,6,8,88,1,9,0,1,7,,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920106507","05020709201065","05020709201",1,682.649536132813,5,2,7,92,1,65,7,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920106508","05020709201065","05020709201",1,682.649536132813,5,2,7,92,1,65,8,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920106509","05020709201065","05020709201",1,682.649536132813,5,2,7,92,1,65,9,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920107501","05020709201075","05020709201",1,682.649536132813,5,2,7,92,1,75,1,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920107502","05020709201075","05020709201",1,682.649536132813,5,2,7,92,1,75,2,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920107503","05020709201075","05020709201",1,682.649536132813,5,2,7,92,1,75,3,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920107504","05020709201075","05020709201",1,682.649536132813,5,2,7,92,1,75,4,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920107505","05020709201075","05020709201",1,682.649536132813,5,2,7,92,1,75,5,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920107506","05020709201075","05020709201",1,682.649536132813,5,2,7,92,1,75,6,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920107507","05020709201075","05020709201",1,682.649536132813,5,2,7,92,1,75,7,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920107508","05020709201075","05020709201",1,682.649536132813,5,2,7,92,1,75,8,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920107509","05020709201075","05020709201",1,682.649536132813,5,2,7,92,1,75,9,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0502070920107510","05020709201075","05020709201",1,682.649536132813,5,2,7,92,1,75,10,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,1,10,1,2000,12.8000001907349,89,
"0502070920107511","05020709201075","05020709201",1,682.649536132813,5,2,7,92,1,75,11,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,1,22,1,2001,6.5,65,
"0509010090700101","05090100907001","05090100907",1,1092.01635742188,5,9,1,9,7,1,1,8,88,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
"0509010090700301","05090100907003","05090100907",1,1092.01635742188,5,9,1,9,7,3,1,8,88,2,,,2,,1,2,,2,,,,,,,,2,2,2,2,1,1,1,2,2,,,,,,
"0509010090700302","05090100907003","05090100907",1,1092.01635742188,5,9,1,9,7,3,2,8,88,2,,,2,,1,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0509010090700303","05090100907003","05090100907",1,1092.01635742188,5,9,1,9,7,3,3,8,88,2,,,2,,1,2,,2,,,,,,,,1,1,1,1,1,1,2,,1,1,5,2000,12.3999996185303,98,1
"0509010090700401","05090100907004","05090100907",1,1092.01635742188,5,9,1,9,7,4,1,8,88,2,,,2,,7,2,,2,,,,,,,,2,1,1,2,1,1,1,2,2,,,,,,
"0509010090700402","05090100907004","05090100907",1,1092.01635742188,5,9,1,9,7,4,2,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,2,1,1,1,2,2,,,,,,
"0509010090700403","05090100907004","05090100907",1,1092.01635742188,5,9,1,9,7,4,3,8,88,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
"0509010090700404","05090100907004","05090100907",1,1092.01635742188,5,9,1,9,7,4,4,8,88,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
"0509010090700601","05090100907006","05090100907",1,1092.01635742188,5,9,1,9,7,6,1,8,88,2,,,1,7,,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0509010090700602","05090100907006","05090100907",1,1092.01635742188,5,9,1,9,7,6,2,8,88,2,,,2,,3,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0509010090700603","05090100907006","05090100907",1,1092.01635742188,5,9,1,9,7,6,3,8,88,2,,,2,,3,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0509010090700604","05090100907006","05090100907",1,1092.01635742188,5,9,1,9,7,6,4,8,88,2,,,2,,3,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0509010090700605","05090100907006","05090100907",1,1092.01635742188,5,9,1,9,7,6,5,8,88,2,,,2,,3,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0509010090700701","05090100907007","05090100907",1,1092.01635742188,5,9,1,9,7,7,1,8,88,2,,,2,,3,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0509010090700702","05090100907007","05090100907",1,1092.01635742188,5,9,1,9,7,7,2,8,88,2,,,2,,3,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0509010090700703","05090100907007","05090100907",1,1092.01635742188,5,9,1,9,7,7,3,8,88,1,2,30,1,7,,2,,2,,,,,,,,1,1,1,1,1,1,2,,1,3,11,2003,5.30000019073486,62,1
"0509010090701001","05090100907010","05090100907",1,1092.01635742188,5,9,1,9,7,10,1,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0509010090701002","05090100907010","05090100907",1,1092.01635742188,5,9,1,9,7,10,2,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,2,2,1,1,1,2,2,,,,,,
"0509010090701003","05090100907010","05090100907",1,1092.01635742188,5,9,1,9,7,10,3,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0509010090701004","05090100907010","05090100907",1,1092.01635742188,5,9,1,9,7,10,4,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0509010090701005","05090100907010","05090100907",1,1092.01635742188,5,9,1,9,7,10,5,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0509010090701006","05090100907010","05090100907",1,1092.01635742188,5,9,1,9,7,10,6,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0509010090701301","05090100907013","05090100907",1,1092.01635742188,5,9,1,9,7,13,1,8,88,1,9,0,2,,1,2,,2,,,,,,,,3,1,1,1,1,1,1,2,2,,,,,,
"0509010090701302","05090100907013","05090100907",1,1092.01635742188,5,9,1,9,7,13,2,8,88,2,,,2,,1,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0509010090701601","05090100907016","05090100907",1,1092.01635742188,5,9,1,9,7,16,1,8,88,2,,,2,,3,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0509010090701602","05090100907016","05090100907",1,1092.01635742188,5,9,1,9,7,16,2,8,88,2,,,2,,3,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0509010090701603","05090100907016","05090100907",1,1092.01635742188,5,9,1,9,7,16,3,8,88,2,,,2,,3,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0509010090701604","05090100907016","05090100907",1,1092.01635742188,5,9,1,9,7,16,4,8,88,2,,,2,,3,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0509010090701901","05090100907019","05090100907",1,1092.01635742188,5,9,1,9,7,19,1,8,88,1,9,5,1,7,,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0509010090701902","05090100907019","05090100907",1,1092.01635742188,5,9,1,9,7,19,2,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0509010090701903","05090100907019","05090100907",1,1092.01635742188,5,9,1,9,7,19,3,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,1,15,2,2000,12.3999996185303,93,1
"0509010090701904","05090100907019","05090100907",1,1092.01635742188,5,9,1,9,7,19,4,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,1,10,3,2002,9.5,80,1
"0509010090702201","05090100907022","05090100907",1,1092.01635742188,5,9,1,9,7,22,1,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0509010090702202","05090100907022","05090100907",1,1092.01635742188,5,9,1,9,7,22,2,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0509010090702203","05090100907022","05090100907",1,1092.01635742188,5,9,1,9,7,22,3,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,1,3,1,2002,13.6999998092651,86,1
"0509010090702204","05090100907022","05090100907",1,1092.01635742188,5,9,1,9,7,22,4,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0509010090702501","05090100907025","05090100907",1,1092.01635742188,5,9,1,9,7,25,1,8,88,1,9,15,2,,3,2,,2,,,,,,,,2,2,2,3,1,1,1,2,2,,,,,,
"0509010090702502","05090100907025","05090100907",1,1092.01635742188,5,9,1,9,7,25,2,8,88,2,,,2,,,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0509010090702503","05090100907025","05090100907",1,1092.01635742188,5,9,1,9,7,25,3,8,88,2,,,2,,,2,,2,,,,,,,,1,1,1,1,1,1,2,,1,1,5,2000,14.8000001907349,103,1
"0509010090702801","05090100907028","05090100907",1,1092.01635742188,5,9,1,9,7,28,1,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0509010090702802","05090100907028","05090100907",1,1092.01635742188,5,9,1,9,7,28,2,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0509010090702803","05090100907028","05090100907",1,1092.01635742188,5,9,1,9,7,28,3,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0509010090702804","05090100907028","05090100907",1,1092.01635742188,5,9,1,9,7,28,4,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0509010090702805","05090100907028","05090100907",1,1092.01635742188,5,9,1,9,7,28,5,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0509010090702806","05090100907028","05090100907",1,1092.01635742188,5,9,1,9,7,28,6,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0509010090702807","05090100907028","05090100907",1,1092.01635742188,5,9,1,9,7,28,7,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,1,7,4,2000,16.7000007629395,109,1
"0509010090702808","05090100907028","05090100907",1,1092.01635742188,5,9,1,9,7,28,8,8,88,1,2,15,1,3,,2,,2,,,,,,,,1,1,1,1,1,1,2,,1,8,2,2003,11.6000003814697,76,1
"0509010280200201","05090102802002","05090102802",1,512.778991699219,5,9,1,28,2,2,1,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0509010280200202","05090102802002","05090102802",1,512.778991699219,5,9,1,28,2,2,2,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0509010280200203","05090102802002","05090102802",1,512.778991699219,5,9,1,28,2,2,3,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0509010280200204","05090102802002","05090102802",1,512.778991699219,5,9,1,28,2,2,4,8,88,1,1,14,1,1,,1,1,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0509010280200205","05090102802002","05090102802",1,512.778991699219,5,9,1,28,2,2,5,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0509010280200206","05090102802002","05090102802",1,512.778991699219,5,9,1,28,2,2,6,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0509010280200207","05090102802002","05090102802",1,512.778991699219,5,9,1,28,2,2,7,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0509010280200208","05090102802002","05090102802",1,512.778991699219,5,9,1,28,2,2,8,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,1,15,5,2001,11,80,1
"0509010280200209","05090102802002","05090102802",1,512.778991699219,5,9,1,28,2,2,9,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0509010280200210","05090102802002","05090102802",1,512.778991699219,5,9,1,28,2,2,10,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0509010280200211","05090102802002","05090102802",1,512.778991699219,5,9,1,28,2,2,11,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0509010280200212","05090102802002","05090102802",1,512.778991699219,5,9,1,28,2,2,12,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0509010280202201","05090102802022","05090102802",1,512.778991699219,5,9,1,28,2,22,1,8,88,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
"0509010280202801","05090102802028","05090102802",1,1740.6259765625,5,9,1,28,2,28,1,8,88,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
"0509010280203401","05090102802034","05090102802",1,512.778991699219,5,9,1,28,2,34,1,8,88,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
"0509010280205001","05090102802050","05090102802",1,512.778991699219,5,9,1,28,2,50,1,8,88,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
"0509010280206101","05090102802061","05090102802",1,512.778991699219,5,9,1,28,2,61,1,8,88,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
"0509010280207901","05090102802079","05090102802",1,512.778991699219,5,9,1,28,2,79,1,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0509010280207902","05090102802079","05090102802",1,512.778991699219,5,9,1,28,2,79,2,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0509010280207903","05090102802079","05090102802",1,512.778991699219,5,9,1,28,2,79,3,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0509010280207904","05090102802079","05090102802",1,512.778991699219,5,9,1,28,2,79,4,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0509010280207905","05090102802079","05090102802",1,512.778991699219,5,9,1,28,2,79,5,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,1,8,4,2000,12.8999996185303,92,1
"0509010280207906","05090102802079","05090102802",1,512.778991699219,5,9,1,28,2,79,6,8,88,2,,,2,,8,1,3,1,2,,,,,,,1,1,1,1,1,1,2,,1,11,8,2001,11.8999996185303,84,1
